,0
885,0.27480677
886,0.32720163
887,0.31127074
888,0.028165862
889,0.17079796
890,0.23544559
891,0.008800997
892,0.3078895
893,0.12638028
894,0.17336476
895,0.033987965
896,0.40395445
897,0.15190454
898,0.0560998
899,0.25307423
900,0.18027054
901,0.32059222
902,0.025268069
903,0.26966923
904,0.008924544
905,0.22805992
906,0.38364825
907,0.16784078
908,0.24206242
909,0.40059426
910,0.08751093
911,0.21111809
912,0.25578204
913,0.012436798
914,0.014167213
915,0.21695293
916,0.2980519
917,0.115095794
918,0.017609918
919,0.18932164
920,0.3093555
921,0.16337274
922,0.2514692
923,0.27345905
924,0.41686395
925,0.3627088
926,0.2215272
927,0.072965294
928,0.1957156
929,0.03174803
930,0.2584038
931,0.26716226
932,0.011295779
933,0.016094904
934,0.20798165
935,0.006659273
936,0.17874633
937,0.00492369
938,0.24471831
939,0.41551998
940,0.4113181
941,0.22578612
942,0.12801456
943,0.2816703
944,0.15568629
945,0.30248332
946,0.33456975
947,0.028072225
948,0.14645052
949,0.003609836
950,0.22022016
951,0.27481708
952,0.29658127
953,0.300323
954,0.17058404
955,0.28515851
956,0.25957817
957,0.108753026
958,0.08197507
959,0.45996884
960,0.15536879
961,0.31972426
962,0.18857707
963,0.24455154
964,0.19451837
965,0.23147732
966,0.02559683
967,0.017149977
968,0.084725976
969,0.36133415
970,0.124052644
971,0.24637257
972,0.35718957
973,0.27489188
974,0.27996856
975,0.32188696
976,0.019296937
977,0.09462443
978,0.42459747
979,0.39606008
980,0.3372376
981,0.16853485
982,0.010294978
983,0.045457274
984,0.023178285
985,0.3885667
986,0.20472687
987,0.14476107
988,0.32502812
989,0.18074644
990,0.15836732
991,0.21411967
992,0.38797748
993,0.095133156
994,0.3006437
995,0.05885899
996,0.19272384
997,0.20412381
998,0.31540343
999,0.31918895
1000,0.187621
1001,0.30956957
1002,0.23810172
1003,0.11884676
1004,0.035534404
1005,0.2005892
1006,0.3436845
1007,0.4210245
1008,0.0034886822
1009,0.074761674
1010,0.15751624
1011,0.3276575
1012,0.121089816
1013,0.17788504
1014,0.11536613
1015,0.116007596
1016,0.076834194
1017,0.27357417
1018,0.20120728
1019,0.28565827
1020,0.2627276
1021,0.26737702
1022,0.32953024
1023,0.31064054
1024,0.3211805
1025,0.13699837
1026,0.37116194
1027,0.21601117
1028,0.22107817
1029,0.13099684
1030,0.12684661
1031,0.24331261
1032,0.02403261
1033,0.33298886
1034,0.36892036
1035,0.15334572
1036,0.47127035
1037,0.3465722
1038,0.06988578
1039,0.27430984
1040,0.33636755
1041,0.42964816
1042,0.09404436
1043,0.24206258
1044,0.20091502
1045,0.036083028
1046,0.0031038206
1047,0.3543794
1048,0.19754346
1049,0.20962836
1050,0.35094762
1051,0.3905445
1052,0.14364149
1053,0.16784929
1054,0.20426907
1055,0.007818632
1056,0.21792838
1057,0.23495543
1058,0.26055428
1059,0.011564977
1060,0.17793344
1061,0.15282467
1062,0.20095347
1063,0.3586166
1064,0.19484963
1065,0.019298304
1066,0.36472243
1067,0.19336614
1068,0.1617166
1069,0.31859872
1070,0.048737124
1071,0.31328917
1072,0.40555817
1073,0.07729786
1074,0.3768046
1075,0.028570896
1076,0.36427882
1077,0.17455024
1078,0.2819488
1079,0.34781688
1080,0.37817356
1081,0.37671098
1082,0.28324845
1083,0.0076358654
1084,0.09993178
1085,0.2938678
1086,0.4522478
1087,0.25210816
1088,0.019724332
1089,0.22225459
1090,0.013247811
1091,0.14219305
1092,0.12189408
1093,0.33326855
1094,0.016926708
1095,0.24492018
1096,0.30160218
1097,0.30869704
1098,0.11874659
1099,0.07715335
1100,0.308837
1101,0.05642698
1102,0.3425085
1103,0.31642777
1104,0.09923774
1105,0.1456685
1106,0.083051614
1107,0.3129355
1108,0.21669856
1109,0.38870254
1110,0.22427158
1111,0.21579942
1112,0.049831998
1113,0.1762693
1114,0.37067387
1115,0.21831818
1116,0.24593489
1117,0.03473214
1118,0.24841477
1119,0.35346004
1120,0.22685036
1121,0.37879002
1122,0.051139183
1123,0.2266926
1124,0.37981638
1125,0.20154335
1126,0.28163925
1127,0.07188796
1128,0.17122108
1129,0.14589638
1130,0.08633012
1131,0.109840155
1132,0.0068909116
1133,0.24210197
1134,0.023160698
1135,0.20855618
1136,0.45015368
1137,0.23652421
1138,0.25062805
1139,0.36564437
1140,0.1688964
1141,0.3354489
1142,0.05747277
1143,0.026144799
1144,0.059878863
1145,0.26458034
1146,0.33221444
1147,0.16441318
1148,0.2905658
1149,0.3427072
1150,0.0038018227
1151,0.39649507
1152,0.3152465
1153,0.33066067
1154,0.3141528
1155,0.16408189
1156,0.21113516
1157,0.15389015
1158,0.004531013
1159,0.27485174
1160,0.2694467
1161,0.23316965
1162,0.41269678
1163,0.33429888
1164,0.36599824
1165,0.15431349
1166,0.23156732
1167,0.28184563
1168,0.31923547
1169,0.35496235
1170,0.36454615
1171,0.12027861
1172,0.08167921
1173,0.33360788
1174,0.1919401
1175,0.11583096
1176,0.2706398
1177,0.2693484
1178,0.0084480345
1179,0.28682348
1180,0.2986354
1181,0.35295755
1182,0.37142548
1183,0.1302903
1184,0.2627597
1185,0.32139915
1186,0.08944976
1187,0.16019955
1188,0.18378243
1189,0.22393501
1190,0.17236714
1191,0.059832077
1192,0.008232217
1193,0.33306986
1194,0.19887286
1195,0.056592003
1196,0.2766679
1197,0.18935683
1198,0.0074270424
1199,0.12678638
1200,0.15821625
1201,0.19884005
1202,0.26202318
1203,0.0020824429
1204,0.038475584
1205,0.19750382
1206,0.19786224
1207,0.22870363
1208,0.03313679
1209,0.16351727
1210,0.4197695
1211,0.311587
1212,0.18886463
1213,0.044566713
1214,0.013430872
1215,0.18931143
1216,0.26572448
1217,0.17010511
1218,0.13314219
1219,0.1687876
1220,0.33808333
1221,0.16932707
1222,0.12236118
1223,0.13497205
1224,0.44096175
1225,0.27800506
1226,0.005882915
1227,0.40410176
1228,0.4202407
1229,0.3595227
1230,0.33996335
1231,0.2696106
1232,0.013395533
1233,0.13412726
1234,0.029202664
1235,0.21907526
1236,0.43954313
1237,0.21903387
1238,0.2237511
1239,0.020147871
1240,0.23980409
1241,0.397024
1242,0.36943018
1243,0.22541453
1244,0.004140202
1245,0.13534312
1246,0.15810145
1247,0.16840056
1248,0.20881382
1249,0.23839651
1250,0.270922
1251,0.17416462
1252,0.34751526
1253,0.38750705
1254,0.36100343
1255,0.07582299
1256,0.42951465
1257,0.0061007626
1258,0.12114021
1259,0.21380791
1260,0.0322325
1261,0.17158055
1262,0.2994304
1263,0.302918
1264,0.003571678
1265,0.21876833
1266,0.21697415
1267,0.01018976
1268,0.120085254
1269,0.17878623
1270,0.066252515
1271,0.34368956
1272,0.20575647
1273,0.31623337
1274,0.095235184
1275,0.2050077
1276,0.28028017
1277,0.056733545
1278,0.018940538
1279,0.27260938
1280,0.10731341
1281,0.13408355
1282,0.29309875
1283,0.14986685
1284,0.23507454
1285,0.09022157
1286,0.0048567243
1287,0.34482324
1288,0.021268485
1289,0.18519571
1290,0.006609641
1291,0.31859556
1292,0.012770148
1293,0.15494347
1294,0.14265296
1295,0.1832366
1296,0.009675689
1297,0.29855502
1298,0.36475182
1299,0.15596038
1300,0.004444549
1301,0.045310993
1302,0.2012271
1303,0.37312648
1304,0.2024595
1305,0.37892282
1306,0.34998512
1307,0.31741035
1308,0.22679281
1309,0.19703719
1310,0.4260478
1311,0.0053418837
1312,0.01048754
1313,0.12119317
1314,0.04504566
1315,0.036385506
1316,0.34987473
1317,0.22948956
1318,0.23460335
1319,0.22162719
1320,0.29303998
1321,0.048990197
1322,0.04647927
1323,0.13766429
1324,0.18108575
1325,0.107155725
1326,0.31338707
1327,0.34390527
1328,0.19478229
1329,0.25794137
1330,0.23182064
1331,0.0041051097
1332,0.23792548
1333,0.054530203
1334,0.14365305
1335,0.312208
1336,0.22518986
1337,0.14660752
1338,0.14342359
1339,0.12596266
1340,0.092464
1341,0.12950286
1342,0.37755173
1343,0.2850191
1344,0.0061377604
1345,0.22212878
1346,0.0035107024
1347,0.30990362
1348,0.33081076
1349,0.29481056
1350,0.17926604
1351,0.20604429
1352,0.23010851
1353,0.12874186
1354,0.045230128
1355,0.064724505
1356,0.12520233
1357,0.31611612
1358,0.20499218
1359,0.017004639
1360,0.19069918
1361,0.36365637
1362,0.32251352
1363,0.09641306
1364,0.3153264
1365,0.21296895
1366,0.3537133
1367,0.19904757
1368,0.28642437
1369,0.086185955
1370,0.039904017
1371,0.11667152
1372,0.42069227
1373,0.16970488
1374,0.053130057
1375,0.24084127
1376,0.018444873
1377,0.059534583
1378,0.29069018
1379,0.19981903
1380,0.041587364
1381,0.2724568
1382,0.3701772
1383,0.20400453
1384,0.008464783
1385,0.00588331
1386,0.13249578
1387,0.090306565
1388,0.34460872
1389,0.021909202
1390,0.1415677
1391,0.40526855
1392,0.004436439
1393,0.06703469
1394,0.2744582
1395,0.30410308
1396,0.26816598
1397,0.008135725
1398,0.008927367
1399,0.14215827
1400,0.050074395
1401,0.20372202
1402,0.007844422
1403,0.26031083
1404,0.22623682
1405,0.032877535
1406,0.14609246
1407,0.39431494
1408,0.40211913
1409,0.29333645
1410,0.370463
1411,0.03022468
1412,0.40246898
1413,0.2813672
1414,0.22520752
1415,0.19260839
1416,0.18472004
1417,0.08156875
1418,0.2251128
1419,0.28406033
1420,0.32024837
1421,0.4261633
1422,0.15424226
1423,0.3435671
1424,0.26638958
1425,0.2350591
1426,0.35412648
1427,0.23072736
1428,0.18157634
1429,0.022197956
1430,0.17114453
1431,0.42182308
1432,0.0034498349
1433,0.21794553
1434,0.3589178
1435,0.25763294
1436,0.3124508
1437,0.14283262
1438,0.4146255
1439,0.19076352
1440,0.14937103
1441,0.2306351
1442,0.15143284
1443,0.18751708
1444,0.34945613
1445,0.25091004
1446,0.1476564
1447,0.23800412
1448,0.16152763
1449,0.2923733
1450,0.25417954
1451,0.31640226
1452,0.16082838
1453,0.340808
1454,0.096564844
1455,0.14718093
1456,0.011960907
1457,0.118385375
1458,0.35762602
1459,0.41888875
1460,0.26068962
1461,0.17720304
1462,0.13433716
1463,0.056870118
1464,0.1197723
1465,0.20667365
1466,0.1450351
1467,0.009401453
1468,0.3299176
1469,0.18007308
1470,0.053937007
1471,0.18540181
1472,0.28793877
1473,0.15184017
1474,0.3309686
1475,0.11274344
1476,0.21789655
1477,0.07231268
1478,0.21833777
1479,0.0031104703
1480,0.19550237
1481,0.21873625
1482,0.016374566
1483,0.1354814
1484,0.07821087
1485,0.3450753
1486,0.20301673
1487,0.37807623
1488,0.28455454
1489,0.30013373
1490,0.35418722
1491,0.25377586
1492,0.05788951
1493,0.09402889
1494,0.049914807
1495,0.13194302
1496,0.039843373
1497,0.19390175
1498,0.13337465
1499,0.06869899
1500,0.37256497
1501,0.40001142
1502,0.3579027
1503,0.26351574
1504,0.25200185
1505,0.3761414
1506,0.20385455
1507,0.27786836
1508,0.08241031
1509,0.14805152
1510,0.14574704
1511,0.019388799
1512,0.15039158
1513,0.06208856
1514,0.38494956
1515,0.0056306813
1516,0.24856257
1517,0.13635993
1518,0.3537008
1519,0.18284634
1520,0.3032297
1521,0.34049127
1522,0.1897397
1523,0.10406804
1524,0.24088408
1525,0.21245101
1526,0.28699154
1527,0.20476273
1528,0.075583786
1529,0.017584119
1530,0.40751126
1531,0.16464853
1532,0.01936965
1533,0.18726546
1534,0.050692007
1535,0.3174578
1536,0.03391483
1537,0.3315275
1538,0.07458714
1539,0.009108452
1540,0.3171729
1541,0.31509888
1542,0.059943944
1543,0.28194922
1544,0.36178732
1545,0.10674246
1546,0.21571326
1547,0.18737711
1548,0.36370778
1549,0.17547053
1550,0.24091512
1551,0.41162184
1552,0.08941215
1553,0.07591191
1554,0.16650464
1555,0.20703894
1556,0.3596044
1557,0.37948024
1558,0.37209105
1559,0.3963888
1560,0.057698157
1561,0.2835056
1562,0.09442447
1563,0.19960833
1564,0.22087055
1565,0.2529368
1566,0.3507964
1567,0.12459119
1568,0.30677477
1569,0.17367291
1570,0.28547552
1571,0.2612408
1572,0.26940528
1573,0.15162171
1574,0.030098882
1575,0.18147574
1576,0.048351392
1577,0.1767661
1578,0.27242395
1579,0.056716796
1580,0.34873274
1581,0.13513653
1582,0.23606068
1583,0.13016248
1584,0.2162745
1585,0.23333265
1586,0.12390457
1587,0.39947352
1588,0.1870254
1589,0.2817952
1590,0.049182232
1591,0.15477312
1592,0.12701358
1593,0.1417468
1594,0.0843896
1595,0.43206084
1596,0.12933014
1597,0.03340978
1598,0.008069599
1599,0.3553127
1600,0.4879149
1601,0.40032735
1602,0.24857698
1603,0.13584381
1604,0.40948626
1605,0.34697953
1606,0.08883576
1607,0.048780724
1608,0.25668472
1609,0.38399485
1610,0.16918287
1611,0.16618083
1612,0.38041592
1613,0.36455882
1614,0.10893686
1615,0.1641324
1616,0.1265066
1617,0.39583716
1618,0.30655447
1619,0.22850043
1620,0.22214247
1621,0.07607868
1622,0.020580884
1623,0.27786592
1624,0.21781726
1625,0.1722171
1626,0.16562758
1627,0.21368976
1628,0.11479604
1629,0.2892637
1630,0.44230634
1631,0.20401497
1632,0.30542734
1633,0.0852229
1634,0.19138797
1635,0.34818444
1636,0.18776524
1637,0.34137216
1638,0.28916433
1639,0.11786021
1640,0.007564839
1641,0.3056368
1642,0.34447545
1643,0.053508505
1644,0.31596664
1645,0.07246107
1646,0.34613693
1647,0.20508635
1648,0.13480702
1649,0.051151134
1650,0.19996698
1651,0.037251137
1652,0.43186963
1653,0.23839656
1654,0.0791165
1655,0.29987067
1656,0.361344
1657,0.2246118
1658,0.018015675
1659,0.12673678
1660,0.046746913
1661,0.04784851
1662,0.16556756
1663,0.39080197
1664,0.0053089503
